email_id,sender,receiver,subject,body,category,priority,source,text,clean_text
M161,manager.priya@techspire.example,nupur@iris-mail.com,Update on the Revised Timeline,"Hi Nupur,
 
 Wanted to share that the client has accepted the revised timeline we discussed. No changes needed on your end right now, just keeping you in the loop.
 
 Priya",Work/Project,MEDIUM,Synthetic,"Update on the Revised Timeline Hi Nupur,
 
 Wanted to share that the client has accepted the revised timeline we discussed. No changes needed on your end right now, just keeping you in the loop.
 
 Priya",update on revised timeline hi nupur wanted to share client accepted revised timeline discussed no change needed on end right keeping loop priya
M162,anita.qa@cloudberry.example,nupur@iris-mail.com,Testing Schedule for Next Release,"Hi Nupur,
 
 Sharing the testing schedule for the upcoming release cycle. Your module is slated for testing sometime next week, so it would help to have your build stable by then.
 
 Anita",Work/Project,MEDIUM,Synthetic,"Testing Schedule for Next Release Hi Nupur,
 
 Sharing the testing schedule for the upcoming release cycle. Your module is slated for testing sometime next week, so it would help to have your build stable by then.
 
 Anita",testing schedule next release hi nupur sharing testing schedule upcoming release cycle module slated testing sometime next week would help to build stable by anita
M163,pm@cloudberry.example,nupur@iris-mail.com,Action Items From Last Client Call,"Hi Team,
 
 A few action items came out of last week's client call, mostly minor clarifications. I have assigned them in the tracker, please go through your items over the next few days.
 
 Project Manager, Cloudberry Systems",Work/Project,MEDIUM,Synthetic,"Action Items From Last Client Call Hi Team,
 
 A few action items came out of last week's client call, mostly minor clarifications. I have assigned them in the tracker, please go through your items over the next few days.
 
 Project Manager, Cloudberry Systems",action item from last client call hi team action item came last week client call mostly minor clarification assigned tracker please go item over next day project manager cloudberry system
M164,ramesh.vp@cloudberry.example,nupur@iris-mail.com,Planning a Team Offsite Next Month,"Hi Nupur,
 
 We are considering organizing a team offsite sometime next month. Nothing confirmed yet, just wanted to get a sense of everyone's general availability before we finalize dates.
 
 Ramesh",Work/Project,MEDIUM,Synthetic,"Planning a Team Offsite Next Month Hi Nupur,
 
 We are considering organizing a team offsite sometime next month. Nothing confirmed yet, just wanted to get a sense of everyone's general availability before we finalize dates.
 
 Ramesh",planning team offsite next month hi nupur considering organizing team offsite sometime next month nothing confirmed yet wanted to get sense everyone general availability before finalize date ramesh
M165,hrbp@cloudberry.example,nupur@iris-mail.com,Update Your Skills Profile,"Hi Nupur,
 
 As part of this year's talent review, please update your skills profile on the internal portal sometime over the next couple of weeks. This helps managers identify growth opportunities across teams.
 
 HRBP Team, Cloudberry Systems",Work/Project,MEDIUM,Synthetic,"Update Your Skills Profile Hi Nupur,
 
 As part of this year's talent review, please update your skills profile on the internal portal sometime over the next couple of weeks. This helps managers identify growth opportunities across teams.
 
 HRBP Team, Cloudberry Systems",update skill profile hi nupur part year talent review please update skill profile on internal portal sometime over next couple week help manager identify growth opportunity across team hrbp team cloudberry system
M166,anil.rao@nirmaya.edu,nupur@iris-mail.com,Project Check-In Next Week,"Dear Students,
 
 We will have a brief project check in sometime next week to see how everyone is progressing. Exact day will depend on the availability of all group members, will confirm shortly.
 
 Dr. Anil Rao",Meeting/Appointment,MEDIUM,Synthetic,"Project Check-In Next Week Dear Students,
 
 We will have a brief project check in sometime next week to see how everyone is progressing. Exact day will depend on the availability of all group members, will confirm shortly.
 
 Dr. Anil Rao",project check-in next week dear student brief project check sometime next week to see everyone progressing exact day depend on availability group member confirm shortly dr anil rao
M167,reception@wellnessclinic.example,nupur@iris-mail.com,Routine Checkup Due Next Month,"Hi Nupur,
 
 Your annual routine checkup with Dr. Kapoor is coming up next month. You can call anytime to book a slot that works with your schedule.
 
 Reception, Wellness Clinic",Meeting/Appointment,MEDIUM,Synthetic,"Routine Checkup Due Next Month Hi Nupur,
 
 Your annual routine checkup with Dr. Kapoor is coming up next month. You can call anytime to book a slot that works with your schedule.
 
 Reception, Wellness Clinic",routine checkup due next month hi nupur annual routine checkup dr kapoor coming next month call anytime to book slot work schedule reception wellness clinic
M168,hr@nexova.example,nupur@iris-mail.com,Interview Slots for Next Week,"Hi Nupur,
 
 We have a few interview slots open for next week. Let us know which day and time generally works for you so we can lock something in.
 
 Recruitment Team, Nexova Technologies",Meeting/Appointment,MEDIUM,Synthetic,"Interview Slots for Next Week Hi Nupur,
 
 We have a few interview slots open for next week. Let us know which day and time generally works for you so we can lock something in.
 
 Recruitment Team, Nexova Technologies",interview slot next week hi nupur interview slot open next week let u know day time generally work lock something recruitment team nexova technology
M169,secretary@greenmeadows.example,nupur@iris-mail.com,Monthly Meeting Reminder,"Dear Residents,
 
 Just a reminder that the monthly society meeting is happening next Sunday evening as usual, covering routine maintenance updates. Attendance is optional but always welcome.
 
 Secretary, Green Meadows Society",Meeting/Appointment,MEDIUM,Synthetic,"Monthly Meeting Reminder Dear Residents,
 
 Just a reminder that the monthly society meeting is happening next Sunday evening as usual, covering routine maintenance updates. Attendance is optional but always welcome.
 
 Secretary, Green Meadows Society",monthly meeting reminder dear resident reminder monthly society meeting happening next sunday evening usual covering routine maintenance update attendance optional always welcome secretary green meadow society
M170,simran.friend@gmail.example,nupur@iris-mail.com,Planning a Weekend Hangout,"Hey Nupur,
 
 Thinking of organizing a small get together this coming weekend if everyone is free. Let me know your availability whenever you get a chance so I can plan around it.
 
 Simran",Meeting/Appointment,MEDIUM,Synthetic,"Planning a Weekend Hangout Hey Nupur,
 
 Thinking of organizing a small get together this coming weekend if everyone is free. Let me know your availability whenever you get a chance so I can plan around it.
 
 Simran",planning weekend hangout hey nupur thinking organizing small get together coming weekend everyone free let know availability whenever get chance plan around simran
M171,classteacher@sunriseschool.example,nupur@iris-mail.com,Term Meeting Scheduled,"Dear Parent,
 
 The term end parent teacher meeting has been scheduled for next month. A detailed slot schedule will be shared closer to the date, no action needed for now.
 
 Class Teacher, Sunrise School",Meeting/Appointment,MEDIUM,Synthetic,"Term Meeting Scheduled Dear Parent,
 
 The term end parent teacher meeting has been scheduled for next month. A detailed slot schedule will be shared closer to the date, no action needed for now.
 
 Class Teacher, Sunrise School",term meeting scheduled dear parent term end parent teacher meeting scheduled next month detailed slot schedule shared closer to date no action needed class teacher sunrise school
M172,farhan.classmate@gmail.example,nupur@iris-mail.com,Study Group Meeting This Weekend,"Hi Nupur,
 
 A few of us are planning a study session this weekend before the semester test. Let me know if you would like to join, nothing fixed yet in terms of timing.
 
 Farhan",Meeting/Appointment,MEDIUM,Synthetic,"Study Group Meeting This Weekend Hi Nupur,
 
 A few of us are planning a study session this weekend before the semester test. Let me know if you would like to join, nothing fixed yet in terms of timing.
 
 Farhan",study group meeting weekend hi nupur u planning study session weekend before semester test let know would like to join nothing fixed yet term timing farhan
M173,frontdesk@petcareclinic.example,nupur@iris-mail.com,Annual Checkup Reminder,"Hi Nupur,
 
 Your dog's annual health checkup is coming up next month. Feel free to call the clinic anytime to book a convenient slot for the visit.
 
 Front Desk, PetCare Clinic",Meeting/Appointment,MEDIUM,Synthetic,"Annual Checkup Reminder Hi Nupur,
 
 Your dog's annual health checkup is coming up next month. Feel free to call the clinic anytime to book a convenient slot for the visit.
 
 Front Desk, PetCare Clinic",annual checkup reminder hi nupur dog annual health checkup coming next month feel free to call clinic anytime to book convenient slot visit front desk petcare clinic
M174,events@royalevents.example,nupur@iris-mail.com,Scheduling Your Venue Visit,"Hi Nupur,
 
 Following up on your enquiry, we would like to arrange a venue visit sometime in the next couple of weeks. Let us know a few dates that work for your family.
 
 Royal Events",Meeting/Appointment,MEDIUM,Synthetic,"Scheduling Your Venue Visit Hi Nupur,
 
 Following up on your enquiry, we would like to arrange a venue visit sometime in the next couple of weeks. Let us know a few dates that work for your family.
 
 Royal Events",scheduling venue visit hi nupur following on enquiry would like to arrange venue visit sometime next couple week let u know date work family royal event
M175,rohit.manager@orchidconsulting.example,nupur@iris-mail.com,Catching Up Sometime Soon,"Hi Nupur,
 
 Would be nice to catch up over a call sometime in the next couple of weeks, nothing specific in mind, just thought it has been a while since we last spoke.
 
 Rohit",Meeting/Appointment,MEDIUM,Synthetic,"Catching Up Sometime Soon Hi Nupur,
 
 Would be nice to catch up over a call sometime in the next couple of weeks, nothing specific in mind, just thought it has been a while since we last spoke.
 
 Rohit",catching sometime soon hi nupur would nice to catch over call sometime next couple week nothing specific mind thought since last spoke rohit
M176,dad@family.example,nupur@iris-mail.com,Planning the Weekend Get-Together,"Hi Nupur,
 
 Mom is thinking of planning a family get together sometime next weekend. Let us know which day suits you better so we can finalize the plan.
 
 Dad",Meeting/Appointment,MEDIUM,Synthetic,"Planning the Weekend Get-Together Hi Nupur,
 
 Mom is thinking of planning a family get together sometime next weekend. Let us know which day suits you better so we can finalize the plan.
 
 Dad",planning weekend get-together hi nupur mom thinking planning family get together sometime next weekend let u know day suit better finalize plan dad
M177,vikram.lead@cloudberry.example,nupur@iris-mail.com,Weekly Sync Moved to Wednesdays,"Hi Nupur,
 
 Starting next week, our regular team sync will move from Tuesdays to Wednesdays at the same time, due to a scheduling conflict on the client's end. Please update your calendar accordingly.
 
 Vikram",Meeting/Appointment,MEDIUM,Synthetic,"Weekly Sync Moved to Wednesdays Hi Nupur,
 
 Starting next week, our regular team sync will move from Tuesdays to Wednesdays at the same time, due to a scheduling conflict on the client's end. Please update your calendar accordingly.
 
 Vikram",weekly sync moved to wednesday hi nupur starting next week regular team sync move from tuesday to wednesday at time due to scheduling conflict on client end please update calendar accordingly vikram
M178,anil.rao@nirmaya.edu,nupur@iris-mail.com,Re: Project Check-In Confirmed,"Dear Students,
 
 Confirming that the project check in will happen next Wednesday afternoon in the seminar room. Please come with a short progress update, this is meant to be an informal discussion.
 
 Dr. Anil Rao",Meeting/Appointment,MEDIUM,Synthetic,"Re: Project Check-In Confirmed Dear Students,
 
 Confirming that the project check in will happen next Wednesday afternoon in the seminar room. Please come with a short progress update, this is meant to be an informal discussion.
 
 Dr. Anil Rao",: project check-in confirmed dear student confirming project check happen next wednesday afternoon seminar room please come short progress update meant to informal discussion dr anil rao
M179,hrbp@orchidconsulting.example,nupur@iris-mail.com,Scheduling Your Second Round,"Hi Nupur,
 
 We would like to schedule your second round interview sometime next week. Please share a couple of time slots that generally work for you so we can coordinate with the panel.
 
 Talent Team, Orchid Consulting",Meeting/Appointment,MEDIUM,Synthetic,"Scheduling Your Second Round Hi Nupur,
 
 We would like to schedule your second round interview sometime next week. Please share a couple of time slots that generally work for you so we can coordinate with the panel.
 
 Talent Team, Orchid Consulting",scheduling second round hi nupur would like to schedule second round interview sometime next week please share couple time slot generally work coordinate panel talent team orchid consulting
M180,ayesha.friend@gmail.example,nupur@iris-mail.com,Movie Plan for the Weekend,"Hey Nupur,
 
 A few of us are planning to catch a movie this weekend. Let me know if you are interested and free, we have not picked showtimes yet.
 
 Ayesha",Meeting/Appointment,MEDIUM,Synthetic,"Movie Plan for the Weekend Hey Nupur,
 
 A few of us are planning to catch a movie this weekend. Let me know if you are interested and free, we have not picked showtimes yet.
 
 Ayesha",movie plan weekend hey nupur u planning to catch movie weekend let know interested free not picked showtime yet ayesha
M181,meenakshi.iyer@nirmaya.edu,nupur@iris-mail.com,Doubt Clearing Session Next Week,"Dear Students,
 
 A doubt clearing session for the upcoming test has been scheduled for next week. Attendance is optional, but feel free to come with any questions from the recent topics.
 
 Dr. Meenakshi Iyer",Meeting/Appointment,MEDIUM,Synthetic,"Doubt Clearing Session Next Week Dear Students,
 
 A doubt clearing session for the upcoming test has been scheduled for next week. Attendance is optional, but feel free to come with any questions from the recent topics.
 
 Dr. Meenakshi Iyer",doubt clearing session next week dear student doubt clearing session upcoming test scheduled next week attendance optional feel free to come question from recent topic dr meenakshi iyer
M182,landlord.rajesh@gmail.example,nupur@iris-mail.com,Discussing the Lease Renewal Sometime Soon,"Hi Nupur,
 
 Whenever you get a chance over the next couple of weeks, let's sit down and go over the lease renewal terms for next year. No rush from my end, just want to plan ahead.
 
 Rajesh",Meeting/Appointment,MEDIUM,Synthetic,"Discussing the Lease Renewal Sometime Soon Hi Nupur,
 
 Whenever you get a chance over the next couple of weeks, let's sit down and go over the lease renewal terms for next year. No rush from my end, just want to plan ahead.
 
 Rajesh",discussing lease renewal sometime soon hi nupur whenever get chance over next couple week let sit go over lease renewal term next year no rush from end want to plan ahead rajesh
M183,webinars@careerlaunch.example,nupur@iris-mail.com,Reminder: Panel Discussion Next Week,"Hi Nupur,
 
 Just a reminder that the panel discussion on career switches is happening next week. You can still register on our site if you have not already done so.
 
 CareerLaunch Team",Meeting/Appointment,MEDIUM,Synthetic,"Reminder: Panel Discussion Next Week Hi Nupur,
 
 Just a reminder that the panel discussion on career switches is happening next week. You can still register on our site if you have not already done so.
 
 CareerLaunch Team",reminder : panel discussion next week hi nupur reminder panel discussion on career switch happening next week still register on site not already done careerlaunch team
M184,suresh.uncle@gmail.example,nupur@iris-mail.com,Family Call Sometime This Week,"Hi Nupur,
 
 Thinking we should all get on a call sometime this week just to catch up on the property discussion in general, nothing that needs an immediate decision.
 
 Suresh",Meeting/Appointment,MEDIUM,Synthetic,"Family Call Sometime This Week Hi Nupur,
 
 Thinking we should all get on a call sometime this week just to catch up on the property discussion in general, nothing that needs an immediate decision.
 
 Suresh",family call sometime week hi nupur thinking get on call sometime week to catch on property discussion general nothing need immediate decision suresh
M185,pm@cloudberry.example,nupur@iris-mail.com,Client Review Scheduled for Next Week,"Hi Team,
 
 The next client review has been scheduled for early next week. Please have your module updates ready to present a brief summary during the call.
 
 Project Manager, Cloudberry Systems",Meeting/Appointment,MEDIUM,Synthetic,"Client Review Scheduled for Next Week Hi Team,
 
 The next client review has been scheduled for early next week. Please have your module updates ready to present a brief summary during the call.
 
 Project Manager, Cloudberry Systems",client review scheduled next week hi team next client review scheduled early next week please module update ready to present brief summary during call project manager cloudberry system
M186,mom@family.example,nupur@iris-mail.com,How Is Everything Going,"Hi Nupur,
 
 Just checking in to see how you are doing this week. Call whenever you get a free moment, no particular reason, just wanted to hear your voice.
 
 Love,
 Mom",Personal,MEDIUM,Synthetic,"How Is Everything Going Hi Nupur,
 
 Just checking in to see how you are doing this week. Call whenever you get a free moment, no particular reason, just wanted to hear your voice.
 
 Love,
 Mom",everything going hi nupur checking to see week call whenever get free moment no particular reason wanted to hear voice love mom
M187,ayesha.friend@gmail.example,nupur@iris-mail.com,Long Time No Chat,"Hey Nupur,
 
 Feels like it has been forever since we properly talked. Let me know when you are free this week or next, would love to catch up.
 
 Ayesha",Personal,MEDIUM,Synthetic,"Long Time No Chat Hey Nupur,
 
 Feels like it has been forever since we properly talked. Let me know when you are free this week or next, would love to catch up.
 
 Ayesha",long time no chat hey nupur feel like forever since properly talked let know free week next would love to catch ayesha
M188,rohan.cousin@gmail.example,nupur@iris-mail.com,Baby Is Doing Well,"Hey Nupur,
 
 Just an update that the baby and my sister are both doing well now. Everyone has settled into a routine, will share more photos whenever we get a chance.
 
 Rohan",Personal,MEDIUM,Synthetic,"Baby Is Doing Well Hey Nupur,
 
 Just an update that the baby and my sister are both doing well now. Everyone has settled into a routine, will share more photos whenever we get a chance.
 
 Rohan",baby well hey nupur update baby sister well everyone settled routine share photo whenever get chance rohan
M189,dad@family.example,nupur@iris-mail.com,Thinking About a New Laptop for You,"Hi Nupur,
 
 Was thinking about getting you a new laptop before your final semester starts. No rush on this, just wanted to know your preferences whenever you get a chance to think about it.
 
 Dad",Personal,MEDIUM,Synthetic,"Thinking About a New Laptop for You Hi Nupur,
 
 Was thinking about getting you a new laptop before your final semester starts. No rush on this, just wanted to know your preferences whenever you get a chance to think about it.
 
 Dad",thinking new laptop hi nupur thinking getting new laptop before final semester start no rush on wanted to know preference whenever get chance to think dad
M190,suresh.uncle@gmail.example,nupur@iris-mail.com,Update on the Property Discussion,"Hi Nupur,
 
 Just keeping everyone posted, things with the property are moving along slowly but nothing to decide on right now. Will let you all know once there is something concrete.
 
 Suresh",Personal,MEDIUM,Synthetic,"Update on the Property Discussion Hi Nupur,
 
 Just keeping everyone posted, things with the property are moving along slowly but nothing to decide on right now. Will let you all know once there is something concrete.
 
 Suresh",update on property discussion hi nupur keeping everyone posted thing property moving along slowly nothing to decide on right let know something concrete suresh
M191,kabir.neighbor@gmail.example,nupur@iris-mail.com,Thanks for the Recommendation,"Hi Nupur,
 
 Thanks for recommending that repair shop last month, they did a great job. Just wanted to let you know it worked out well.
 
 Kabir",Personal,MEDIUM,Synthetic,"Thanks for the Recommendation Hi Nupur,
 
 Thanks for recommending that repair shop last month, they did a great job. Just wanted to let you know it worked out well.
 
 Kabir",thanks recommendation hi nupur thanks recommending repair shop last month great job wanted to let know worked well kabir
M192,vikas.neighbor@gmail.example,nupur@iris-mail.com,Society Garden Cleanup This Weekend,"Hi Nupur,
 
 A few of us are planning to clean up the small garden area near the entrance this weekend. Join in if you are around and interested, nothing formal about it.
 
 Vikas",Personal,MEDIUM,Synthetic,"Society Garden Cleanup This Weekend Hi Nupur,
 
 A few of us are planning to clean up the small garden area near the entrance this weekend. Join in if you are around and interested, nothing formal about it.
 
 Vikas",society garden cleanup weekend hi nupur u planning to clean small garden area near entrance weekend join around interested nothing formal vikas
M193,landlord.rajesh@gmail.example,nupur@iris-mail.com,General Update About the Building,"Hi Nupur,
 
 Just letting tenants know some minor repairs are planned in the common areas over the next couple of weeks. Should not disrupt anything major, just wanted to give a heads up.
 
 Rajesh",Personal,MEDIUM,Synthetic,"General Update About the Building Hi Nupur,
 
 Just letting tenants know some minor repairs are planned in the common areas over the next couple of weeks. Should not disrupt anything major, just wanted to give a heads up.
 
 Rajesh",general update building hi nupur letting tenant know minor repair planned common area over next couple week not disrupt anything major wanted to give head rajesh
M194,mom@family.example,nupur@iris-mail.com,Sending Over the Photos From Home,"Hi Nupur,
 
 Sharing a few photos from home, dad finally finished redoing the balcony garden. Take a look whenever you get a chance and let me know what you think.
 
 Love,
 Mom",Personal,MEDIUM,Synthetic,"Sending Over the Photos From Home Hi Nupur,
 
 Sharing a few photos from home, dad finally finished redoing the balcony garden. Take a look whenever you get a chance and let me know what you think.
 
 Love,
 Mom",sending over photo from home hi nupur sharing photo from home dad finally finished redoing balcony garden take look whenever get chance let know think love mom
M195,simran.friend@gmail.example,nupur@iris-mail.com,Book Recommendation for You,"Hey Nupur,
 
 Just finished a book I think you would really enjoy based on what you have mentioned liking before. Let me know if you want me to lend it to you sometime.
 
 Simran",Personal,MEDIUM,Synthetic,"Book Recommendation for You Hey Nupur,
 
 Just finished a book I think you would really enjoy based on what you have mentioned liking before. Let me know if you want me to lend it to you sometime.
 
 Simran",book recommendation hey nupur finished book think would really enjoy based on mentioned liking before let know want to lend to sometime simran
M196,dad@family.example,nupur@iris-mail.com,Thoughts on This Year's Vacation,"Hi Nupur,
 
 We were discussing possible vacation spots for this year. Nothing decided yet, just wanted your input whenever you get a chance to think about where you might like to go.
 
 Dad",Personal,MEDIUM,Synthetic,"Thoughts on This Year's Vacation Hi Nupur,
 
 We were discussing possible vacation spots for this year. Nothing decided yet, just wanted your input whenever you get a chance to think about where you might like to go.
 
 Dad",thought on year vacation hi nupur discussing possible vacation spot year nothing decided yet wanted input whenever get chance to think might like to go dad
M197,rohan.cousin@gmail.example,nupur@iris-mail.com,Planning the Naming Ceremony,"Hey Nupur,
 
 We are starting to plan the naming ceremony for the baby, likely sometime next month. Will share more details as things get finalized, just wanted to give everyone advance notice.
 
 Rohan",Personal,MEDIUM,Synthetic,"Planning the Naming Ceremony Hey Nupur,
 
 We are starting to plan the naming ceremony for the baby, likely sometime next month. Will share more details as things get finalized, just wanted to give everyone advance notice.
 
 Rohan",planning naming ceremony hey nupur starting to plan naming ceremony baby likely sometime next month share detail thing get finalized wanted to give everyone advance notice rohan
M198,ayesha.friend@gmail.example,nupur@iris-mail.com,Found Some Old Photos of Us,"Hey Nupur,
 
 Was going through my old phone and found a bunch of photos from our first year of college. Sharing a few, they made me laugh remembering how things used to be.
 
 Ayesha",Personal,MEDIUM,Synthetic,"Found Some Old Photos of Us Hey Nupur,
 
 Was going through my old phone and found a bunch of photos from our first year of college. Sharing a few, they made me laugh remembering how things used to be.
 
 Ayesha",found old photo u hey nupur going old phone found bunch photo from first year college sharing made laugh remembering thing used to ayesha
M199,kabir.neighbor@gmail.example,nupur@iris-mail.com,Borrowing Your Extension Cord,"Hi Nupur,
 
 Mind if I borrow your extension cord for a couple of days? We have some guests coming over and could use an extra one. Whenever is convenient for you works fine.
 
 Kabir",Personal,MEDIUM,Synthetic,"Borrowing Your Extension Cord Hi Nupur,
 
 Mind if I borrow your extension cord for a couple of days? We have some guests coming over and could use an extra one. Whenever is convenient for you works fine.
 
 Kabir",borrowing extension cord hi nupur mind borrow extension cord couple day guest coming over could use extra one whenever convenient work fine kabir
M200,mom@family.example,nupur@iris-mail.com,Recipe Turned Out Great,"Hi Nupur,
 
 Tried that recipe you sent last week and it turned out really well, everyone at home loved it. Thought I would let you know, thanks for sharing it.
 
 Love,
 Mom",Personal,MEDIUM,Synthetic,"Recipe Turned Out Great Hi Nupur,
 
 Tried that recipe you sent last week and it turned out really well, everyone at home loved it. Thought I would let you know, thanks for sharing it.
 
 Love,
 Mom",recipe turned great hi nupur tried recipe sent last week turned really well everyone at home loved thought would let know thanks sharing love mom
M201,techclub@nirmaya.edu,nupur@iris-mail.com,Hackathon Dates Announced,"Dear Students,
 
 The annual hackathon has been scheduled for next month. Team registrations will open soon on the club portal, keep an eye out if you are interested in participating.
 
 Tech Club, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Hackathon Dates Announced Dear Students,
 
 The annual hackathon has been scheduled for next month. Team registrations will open soon on the club portal, keep an eye out if you are interested in participating.
 
 Tech Club, Nirmaya Institute",hackathon date announced dear student annual hackathon scheduled next month team registration open soon on club portal keep eye interested participating tech club nirmaya institute
M202,events@nirmaya.edu,nupur@iris-mail.com,Cultural Fest Committee Formation,"Dear Students,
 
 Committees for various events at this year's cultural fest are being formed over the next two weeks. Interested students can sign up through the student council office.
 
 Student Affairs, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Cultural Fest Committee Formation Dear Students,
 
 Committees for various events at this year's cultural fest are being formed over the next two weeks. Interested students can sign up through the student council office.
 
 Student Affairs, Nirmaya Institute",cultural fest committee formation dear student committee various event at year cultural fest formed over next two week interested student sign student council office student affair nirmaya institute
M203,alumni@nirmaya.edu,nupur@iris-mail.com,Alumni Meet Registration Open,"Dear Students,
 
 Registration for the upcoming alumni meet is now open. Details about the schedule and guest speakers have been posted on the college website for anyone interested in attending.
 
 Alumni Relations, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Alumni Meet Registration Open Dear Students,
 
 Registration for the upcoming alumni meet is now open. Details about the schedule and guest speakers have been posted on the college website for anyone interested in attending.
 
 Alumni Relations, Nirmaya Institute",alumnus meet registration open dear student registration upcoming alumnus meet open detail schedule guest speaker posted on college website anyone interested attending alumnus relation nirmaya institute
M204,webinars@careerlaunch.example,nupur@iris-mail.com,Upcoming Webinar Series Announced,"Hi Nupur,
 
 We are launching a new webinar series over the next month covering different career topics. The full schedule is available on our website if any of the sessions interest you.
 
 CareerLaunch Team",Event/Workshop,MEDIUM,Synthetic,"Upcoming Webinar Series Announced Hi Nupur,
 
 We are launching a new webinar series over the next month covering different career topics. The full schedule is available on our website if any of the sessions interest you.
 
 CareerLaunch Team",upcoming webinar series announced hi nupur launching new webinar series over next month covering different career topic full schedule available on website session interest careerlaunch team
M205,sportsoffice@nirmaya.edu,nupur@iris-mail.com,Volunteers Needed for Sports Day,"Dear Students,
 
 We are looking for a few student volunteers to help organize the annual sports day next month. Sign up at the sports office over the next two weeks if you are interested in helping out.
 
 Sports Office, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Volunteers Needed for Sports Day Dear Students,
 
 We are looking for a few student volunteers to help organize the annual sports day next month. Sign up at the sports office over the next two weeks if you are interested in helping out.
 
 Sports Office, Nirmaya Institute",volunteer needed sport day dear student looking student volunteer to help organize annual sport day next month sign at sport office over next two week interested helping sport office nirmaya institute
M206,techclub@nirmaya.edu,nupur@iris-mail.com,Workshop on App Development Next Month,"Dear Students,
 
 A hands on workshop on mobile app development is being planned for next month. Registrations will open on the club portal soon, keep an eye out if this interests you.
 
 Tech Club, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Workshop on App Development Next Month Dear Students,
 
 A hands on workshop on mobile app development is being planned for next month. Registrations will open on the club portal soon, keep an eye out if this interests you.
 
 Tech Club, Nirmaya Institute",workshop on app development next month dear student hand on workshop on mobile app development planned next month registration open on club portal soon keep eye interest tech club nirmaya institute
M207,greenmeadows.events@example.com,nupur@iris-mail.com,Society Sports Day Planning,"Dear Residents,
 
 Planning for the annual society sports day has begun for next month. If you would like to help organize or suggest events, reach out to the committee over the coming weeks.
 
 Events Committee, Green Meadows Society",Event/Workshop,MEDIUM,Synthetic,"Society Sports Day Planning Dear Residents,
 
 Planning for the annual society sports day has begun for next month. If you would like to help organize or suggest events, reach out to the committee over the coming weeks.
 
 Events Committee, Green Meadows Society",society sport day planning dear resident planning annual society sport day begun next month would like to help organize suggest event reach to committee over coming week event committee green meadow society
M208,bookclub@nirmaya.edu,nupur@iris-mail.com,New Members Welcome This Month,"Dear Students,
 
 The book club is welcoming new members this month. If you enjoy reading and discussing books, feel free to join our next meeting, details are on the notice board.
 
 Book Club, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"New Members Welcome This Month Dear Students,
 
 The book club is welcoming new members this month. If you enjoy reading and discussing books, feel free to join our next meeting, details are on the notice board.
 
 Book Club, Nirmaya Institute",new member welcome month dear student book club welcoming new member month enjoy reading discussing book feel free to join next meeting detail on notice board book club nirmaya institute
M209,musicsociety@nirmaya.edu,nupur@iris-mail.com,Annual Concert Planning Underway,"Dear Students,
 
 Planning for this year's annual music concert has begun. Performers interested in participating can express interest to the music society over the next couple of weeks.
 
 Music Society, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Annual Concert Planning Underway Dear Students,
 
 Planning for this year's annual music concert has begun. Performers interested in participating can express interest to the music society over the next couple of weeks.
 
 Music Society, Nirmaya Institute",annual concert planning underway dear student planning year annual music concert begun performer interested participating express interest to music society over next couple week music society nirmaya institute
M210,photoclub@nirmaya.edu,nupur@iris-mail.com,Photo Exhibition Coming Up,"Dear Members,
 
 The photography club is planning a small exhibition of member work next month. Those interested in submitting photos can reach out to the club coordinator over the coming weeks.
 
 Photography Club, Nirmaya Institute",Event/Workshop,MEDIUM,Synthetic,"Photo Exhibition Coming Up Dear Members,
 
 The photography club is planning a small exhibition of member work next month. Those interested in submitting photos can reach out to the club coordinator over the coming weeks.
 
 Photography Club, Nirmaya Institute",photo exhibition coming dear member photography club planning small exhibition member work next month interested submitting photo reach to club coordinator over coming week photography club nirmaya institute
M211,events@standupcircuit.example,nupur@iris-mail.com,New Show Announced for Next Month,"Hi Nupur,
 
 A new comedy show has been announced for next month in your city. Tickets will go on sale soon, keep an eye on our website if you are interested.
 
 Standup Circuit",Event/Workshop,MEDIUM,Synthetic,"New Show Announced for Next Month Hi Nupur,
 
 A new comedy show has been announced for next month in your city. Tickets will go on sale soon, keep an eye on our website if you are interested.
 
 Standup Circuit",new show announced next month hi nupur new comedy show announced next month city ticket go on sale soon keep eye on website interested standup circuit
M212,webinars@careerlaunch.example,nupur@iris-mail.com,Upcoming Session on Freelancing,"Hi Nupur,
 
 We have a session coming up next month on getting started with freelancing while studying. Registration details will be shared closer to the date if you are interested in attending.
 
 CareerLaunch Team",Event/Workshop,MEDIUM,Synthetic,"Upcoming Session on Freelancing Hi Nupur,
 
 We have a session coming up next month on getting started with freelancing while studying. Registration details will be shared closer to the date if you are interested in attending.
 
 CareerLaunch Team",upcoming session on freelancing hi nupur session coming next month on getting started freelancing studying registration detail shared closer to date interested attending careerlaunch team
